Pizza,Olive,Kg,FALSE,0,0,0,0
Pizza,Mozzarella,Kg,FALSE,0,0,0,0
Pizza,Fromage (râpé),Kg,FALSE,0,0,0,0
Pizza,Champignons,Kg,FALSE,0,0,0,0
Pizza,Poivrons,Kg,FALSE,0,0,0,0
Pizza,Courgette,Kg,FALSE,0,0,0,0
Pizza,Jambon,Tranche,FALSE,0,0,0,0
Pizza (commandées),Pizza commandées,Pièce,FALSE,0,0,0,0
Pizza (végé),Pâte à pizza,Pièce,FALSE,0,0,0,0
Pizza (végé),Passata,Kg,FALSE,"0,075","0,075","0,15","0,15"
Pizza (végé),Ail,Condiment,FALSE,0,0,0,0
Pizza (végé),Origan,Condiment,FALSE,0,0,0,0
Pizza (végé),Basilic,Condiment,FALSE,0,0,0,0
Pizza (végé),Huile d'olive,Condiment,FALSE,0,0,0,0
Pizza (végé),Olive,Kg,FALSE,0,0,0,0
Pizza (végé),Mozzarella,Kg,FALSE,0,0,0,0
Pizza (végé),Fromage (râpé),Kg,FALSE,0,0,0,0
Pizza (végé),Champignons,Kg,FALSE,0,0,0,0
Pizza (végé),Poivrons,Kg,FALSE,0,0,0,0
Pizza (végé),Courgette,Kg,FALSE,0,0,0,0
Poulet curry,Blanc de poulet,Kg,FALSE,0,0,"0,15",0
Poulet curry,Riz,Kg,FALSE,"0,04","0,04","0,06","0,05"
Poulet curry,Poivrons,Kg,FALSE,0,0,"0,1",0
Poulet curry,Tofu,Kg,TRUE,0,0,"0,15",0
Poulet curry,Lait de coco,L,FALSE,"0,5","0,5","0,75","0,6"
Poulet curry,Courgette,Kg,FALSE,0,0,0,0
Poulet curry,Oignons,Kg,FALSE,0,0,0,0
Poulet curry,Ail,Condiment,FALSE,0,0,0,0
Poulet curry,Gingembre,Condiment,FALSE,0,0,0,0
Poulet curry,Curry,Condiment,FALSE,0,0,0,0
Poulet curry,Cumin,Condiment,FALSE,0,0,0,0
Poulet curry,Huile d'olive,Condiment,FALSE,0,0,0,0
Poulet curry,Coriandre,Condiment,FALSE,0,0,0,0
Poulet curry,Sauce soja,Condiment,FALSE,0,0,0,0
Ratatouille,Aubergines,Kg,FALSE,0,0,0,0
Ratatouille,Courgette,Kg,FALSE,0,0,0,0
Ratatouille,Poivrons,Kg,FALSE,0,0,0,0
Ratatouille,Tomate,Kg,FALSE,0,0,0,0
Ratatouille,Oignons,Kg,FALSE,0,0,0,0
Ratatouille,Ail,Condiment,FALSE,0,0,0,0
Ratatouille,Herbes de provence,Condiment,FALSE,0,0,0,0
Ratatouille,Laurier,Condiment,FALSE,0,0,0,0
Ratatouille,Huile d'olive,Condiment,FALSE,0,0,0,0
Ratatouille,Saucisses,Pièce,FALSE,0,0,0,0
Ratatouille,Pois chiches,Kg,TRUE,"0,02","0,02","0,05","0,04"
Ratatouille,Semoule,Kg,FALSE,"0,05","0,04","0,075","0,06"
Ratatouille (végé),Aubergines,Kg,FALSE,0,0,0,0
Ratatouille (végé),Courgette,Kg,FALSE,0,0,0,0
Ratatouille (végé),Poivrons,Kg,FALSE,0,0,0,0
Ratatouille (végé),Tomate,Kg,FALSE,0,0,0,0
Ratatouille (végé),Oignons,Kg,FALSE,0,0,0,0
Ratatouille (végé),Ail,Condiment,FALSE,0,0,0,0
Ratatouille (végé),Herbes de provence,Condiment,FALSE,0,0,0,0
Ratatouille (végé),Laurier,Condiment,FALSE,0,0,0,0
Ratatouille (végé),Huile d'olive,Condiment,FALSE,0,0,0,0
Ratatouille (végé),Pois chiches,Kg,FALSE,"0,03","0,02","0,05","0,04"
Ratatouille (végé),Semoule,Kg,FALSE,"0,05","0,04","0,075","0,06"
Riz cantonais,Blanc de poulet,Kg,FALSE,0,0,"0,15",0
Riz cantonais,Tofu,Kg,TRUE,0,0,"0,15",0
Riz cantonais,Poivrons,Kg,FALSE,0,0,"0,1",0
Riz cantonais,Riz,Kg,FALSE,"0,04","0,04","0,06","0,05"
Riz cantonais,Oignons,Kg,FALSE,0,0,"0,025",0
Riz cantonais,Courgette,Kg,FALSE,0,0,"0,1",0
Riz cantonais,Ail,Condiment,FALSE,0,0,0,0
Riz cantonais,Huile d'olive,Condiment,FALSE,0,0,0,0
Riz cantonais,Sauce soja,Condiment,FALSE,0,0,0,0
Riz cantonais (végé),Œufs,Pièce,FALSE,0,0,1,0
Riz cantonais (végé),Poivrons,Kg,FALSE,0,0,"0,1",0
Riz cantonais (végé),Riz,Kg,FALSE,"0,04","0,04","0,06","0,05"
Riz cantonais (végé),Oignons,Kg,FALSE,0,0,"0,025",0
Riz cantonais (végé),Courgette,Kg,FALSE,0,0,"0,1",0
Riz cantonais (végé),Ail,Condiment,FALSE,0,0,0,0
Riz cantonais (végé),Huile d'olive,Condiment,FALSE,0,0,0,0
Riz cantonais (végé),Sauce soja,Condiment,FALSE,0,0,0,0
Saucisse compote purée,Saucisses,Pièce,FALSE,0,0,0,0
Saucisse compote purée,Lentilles vertes,Kg,TRUE,"0,5","0,4","0,6","0,5"
Saucisse compote purée,Pommes,Kg,FALSE,0,0,0,0
Saucisse compote purée,Sucre,Kg,FALSE,"0,005","0,005","0,005","0,005"
Saucisse compote purée,Citron,Pièce,FALSE,0,0,0,0
Saucisse compote purée,Pomme de terre,Kg,FALSE,0,0,0,0
Saucisse compote purée,Lait,L,FALSE,0,0,0,0
Saucisse compote purée,Œufs,Pièce,FALSE,0,0,0,0
Saucisse compote purée,Noix de muscade,Condiment,FALSE,0,0,0,0
Saucisse patate camembert,Saucisses,Pièce,FALSE,0,0,1,0
Saucisse patate camembert,Pomme de terre,Kg,FALSE,0,0,"0,15",0
Saucisse patate camembert,Camembert,Pièce,FALSE,0,0,"0,25",0
Saucisse patate camembert,Aloumi,Kg,TRUE,0,0,"0,15",0
Saucisse patate camembert,Baguettes,Pièce,FALSE,0,0,"0,3",0
Soupe carottes + Tartines jambon/fromage,Carottes,Kg,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Oignons,Kg,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Ail,Condiment,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Pomme de terre,Kg,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Bouillon de légumes,Condiment,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Crème fraiche,L,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Pain,Tranche,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Jambon,Tranche,FALSE,0,0,0,0
Soupe carottes + Tartines jambon/fromage,Fromage (tranche),Tranche,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Pain,Tranche,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Jambon,Tranche,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Fromage (tranche),Tranche,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Courgette,Kg,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Oignons,Kg,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Ail,Condiment,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Pomme de terre,Kg,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Bouillon de légumes,Condiment,FALSE,0,0,0,0
Soupe courgettes + Tartines jambon/fromage,Huile d'olive,Condiment,FALSE,0,0,0,0
Soupe tomates + Tartines jambon/fromage,Pain,Tranche,FALSE,0,0,0,0
Soupe tomates + Tartines jambon/fromage,Jambon,Tranche,FALSE,0,0,0,0
Soupe tomates + Tartines jambon/fromage,Fromage (tranche),Tranche,FALSE,0,0,0,0
