Pain choco/confiture + Jus,Pain,Tranche,FALSE,0,0,0,0
Pain choco/confiture + Jus,Confiture,Kg,FALSE,"0,025","0,025","0,025","0,025"
Pain choco/confiture + Jus,Jus de pomme,L,FALSE,"0,2","0,2","0,25","0,25"
